"","name","agent_response","agent_rating","photo","trial_gender"
"5627","Samantha","Nice colors, shapes, flow",31,17,"female"
"5628","Sara","Beautiful patterns but evokes sad emotions in me due to the color shades",31,17,"female"
"5629","Sarah","i like the delicate wispy part, but overall i don't love it",10,17,"female"
"5630","Savannah","Not even abstract to me, very clear meaning.",44,17,"female"
"5631","Shannon","I like the way the colors were used behind the tree. Makes the image colorful and interesting.",30,17,"female"
"5632","Shelby","This feels like creativity and limitlessness",30,17,"female"
"5633","Sierra","the colors, the arch and the wall",15,17,"female"
"5634","Sophia","It kind of pulls you in to float away with it.",9,17,"female"
"5635","Stephanie","The wispy trees caught my eye.",42,17,"female"
"5636","Sydney","This picture is calming to me, and I love the colors.",45,17,"female"
"5637","Taylor","A very inspiring piece",41,17,"female"
"5638","Tiffany","The painting makes me feel relaxed, and a bit lonely, like I'm sitting at a park waiting for someone.",30,17,"female"
"5639","Vanessa","I want to know more about this picture and where it leads if you could get inside it.",27,17,"female"
"5640","Victoria","love the wispyness of it",34,17,"female"
"5641","Abigail","Interesting and capitvating to look at",19,18,"female"
"5642","Alexa","Very wild and abstract. I love it and would definitely hang this up in my home",50,18,"female"
"5643","Alexandra","Ugly, too much is going on",-40,18,"female"
"5644","Alexandria","the harsh lines with the smooth lines makes me think of wild animals",20,18,"female"
"5645","Alexis","Crusade-feel, but a little too abstract for my taste",23,18,"female"
"5646","Alicia","Skeletons, death, bleak colors, still kinda like it.",16,18,"female"
"5647","Allison","Colors are okay. Reminds me of cavalry.",10,18,"female"
"5648","Alyssa","There are alot of elements to this painting and a good mix of colors",32,18,"female"
"5649","Amanda","Too political, not my cup of tea",-50,18,"female"
"5650","Amber","ugly and lots of movement",-6,18,"female"
"5651","Amy","So much going on. Frightening and tumultous, brave and inspiring. I'd like to spend the rest of my life interpreting it.",30,18,"female"
"5652","Andrea","I see an artistic representation of the riding of last of the four horseman. Its stunning.",45,18,"female"
"5653","Angela","like the grays and contrast of the yellow. This piece feels a bit angry",10,18,"female"
"5654","Angelica","It looks grotesque and violent.",-50,18,"female"
"5655","Anna","I could spend a long time looking at it and see different things in the shapes.",21,18,"female"
"5656","Ashley","Resembles a ship at sea, storm of activity.",28,18,"female"
"5657","Autumn","This looks amazing.",40,18,"female"
"5658","Bailey","Looks like a jumbled mess. I prefer a clearer picture",-18,18,"female"
"5659","Breanna","Makes me feel confused",16,18,"female"
"5660","Briana","Two people fighting with one watching",17,18,"female"
"5661","Brianna","Very eerie and it's spooky",11,18,"female"
"5662","Brittany","This is really interesting to look at. I like the colors and the spectral look.",27,18,"female"
"5663","Brooke","Don't like the color scheme. Or the theme.",-5,18,"female"
"5664","Caitlin","Bad guys are after the good guy.",-10,18,"female"
"5665","Caroline","I think of the ocean and a boat tossed about on the waves. In the upper left is a figure. It is pleasant",30,18,"female"
"5666","Cassandra","I don't know...kind of a dissatified feeling inside.",-6,18,"female"
"5667","Cassidy","nice balance of color. The different sizes and types of strokes give a lot to look at",18,18,"female"
"5668","Catherine","Karma. being ruthless and all the time knowing the shit is gonna catch up with you.",10,18,"female"
"5669","Chelsea","I like the detail but I wouldn't hang this up on my wall.",14,18,"female"
"5670","Cheyenne","Too abstract to me",-30,18,"female"
"5671","Chloe","Evocative but cheesy.",-20,18,"female"
"5672","Christina","it looks dreary and not uplifting",-10,18,"female"
"5673","Claire","reminds me of greek mythology",22,18,"female"
"5674","Courtney","Pirate ship in stormy seas before it sank.",11,18,"female"
"5675","Crystal","I love this because abstractly depicts the apocalypse. The white horse and its rider as Death, described in religious texts and pop culture. ""He rode a pale horse and his name was death.""",50,18,"female"
"5676","Cynthia","Imaginative, makes me feel creative.",42,18,"female"
"5677","Danielle","Doesn't really speak to me well but I can appreciate it",10,18,"female"
"5678","Destiny","Can't tell if I love it or hate it. That response warranted more than neutral so I gave it 20 but not sure",21,18,"female"
"5679","Diana","This painting reminds me of the 4 horsemen of the apocalypse. It feels haunting.",31,18,"female"
"5680","Dominique","Very conversational and can see many different looks and feels from this .",34,18,"female"
"5681","Elizabeth","Nice abstract art",50,18,"female"
"5682","Emily","Not my style but I can see some serious skill went int it.",21,18,"female"
"5683","Emma","Vaguely creepy ........",-20,18,"female"
"5684","Erica","Makes me to look at it and investigate what it is about and what is going on",17,18,"female"
"5685","Erika","Gently chaotic and beautiful",40,18,"female"
"5686","Erin","See a weird horse",-22,18,"female"
"5687","Gabriela","It's possibly of a mermaid luring in a ship",15,18,"female"
"5688","Gabrielle","interesting piece, I like the horse and people inserted in spots",22,18,"female"
"5689","Grace","First saw sailing ship in bad weather but then saw woman in upper left - not sure what I'm seeing.",21,18,"female"
"5690","Hailey","i like the colors. outerspace",21,18,"female"
"5691","Haley","I could stare at this for long stretches of time and still find new details. I love it.",40,18,"female"
"5692","Hannah","Looks like ghost figures on a boat. It's okay.",7,18,"female"
"5693","Heather","i like the colors in the picture and can make out my own images",42,18,"female"
"5694","Isabella","Feels like a story of ancient war of the gods",26,18,"female"
"5695","Jacqueline","Kinda neat, looks like cavalry, or a knight.",15,18,"female"
"5696","Jamie","Mash up of colors and don't see a grander picture",-10,18,"female"
"5697","Jasmine","I feel indifferent about this one",0,18,"female"
"5698","Jenna","hauntingly beautiful. more things revealed the longer you look. love the spirit-like figure in the top left.",47,18,"female"
"5699","Jennifer","I have no strong feelings about this image",1,18,"female"
"5700","Jessica","I think this looks pretty cool, I can see what's kind of going on here.",22,18,"female"
"5701","Jordan","Oh heck yes! I see two warriors riding down from valhalla, awesome painting",50,18,"female"
"5702","Julia","Very classy, I feel like it's the apocalypse.",25,18,"female"
"5703","Kaitlin","I really like this one - there seems to be a story behind it",32,18,"female"
"5704","Kaitlyn","Umclear what is present in the picture",0,18,"female"
"5705","Katelyn","It reminds me of ghosts on a boat. Makes me nervous.",-27,18,"female"
"5706","Katherine","Ok this is really badass. Like a warrior come to the last battle",50,18,"female"
"5707","Kathryn","Like riding into battle. A sense of confidence, but also trepidation for what's coming. Could be a personification of death.",-10,18,"female"
"5708","Katie","Looks messy. Reminds me of a battle or war. I have an unpleasant feeling the more I look.",-20,18,"female"
"5709","Kayla","It's like a ship, but a freaky ship.",-11,18,"female"
"5710","Kaylee","looks like a war",22,18,"female"
"5711","Kelly","It's interesting. I'm not sure how I feel about it, but i enjoy the ghostly apparitions.",10,18,"female"
"5712","Kelsey","its messy, it seems angry",-21,18,"female"
"5713","Kimberly","I enjoy the detailed line work in this one",21,18,"female"
"5714","Kristen","pegssus going into battle",25,18,"female"
"5715","Kylie","Kind of weird in a confusing way",10,18,"female"
"5716","Laura","afraid and anxious",21,18,"female"
"5717","Lauren","I like how the image gives off an impression of bravery.",25,18,"female"
"5718","Leah","I really like it, like hells drivers",43,18,"female"
"5719","Leslie","This is a very energetic painting, and brings to mind scenes of battle.",50,18,"female"
"5720","Lindsey","Interesting piece - gives you more the more you look at it. I like it but wouldn't buy it.",11,18,"female"
"5721","Mackenzie","The shapes are very fun to interpret",30,18,"female"
"5722","Madeline","Good concept but then scribbled on a bit?",15,18,"female"
"5723","Madison","Pleasant design and composition, unpleasant theme and focus.",-19,18,"female"
"5724","Makayla","I'm not partial to the design, unsettling",2,18,"female"
"5725","Margaret","reminds me of dying at sea in the 1700s",-8,18,"female"
"5726","Maria","enjoy the juxtaposition of abstract with tangible elements & the use of color",10,18,"female"
"5727","Mariah","It is too busy, but the colors are pleasant.",15,18,"female"
"5728","Marissa","This brings to mind the four horsemen of the apocalypse",8,18,"female"
"5729","Mary","I like the expression of this piece. The colors are very outdated though.",-5,18,"female"
"5730","Megan","Nice palette with complexity becoming nice at the center",34,18,"female"
"5731","Meghan","reminds me of sailors on a boat",17,18,"female"
"5732","Melissa","creamy color, feels like organized chaos",23,18,"female"
"5733","Michaela","Reminds me of the four horsemen of the apocalypse",29,18,"female"
"5734","Michelle","The small lines elicit a very nauseating response for some reason, too Dali like for me",-19,18,"female"
"5735","Mikayla","Kinda boring. Not my favorite",-34,18,"female"
"5736","Miranda","This one raises some questions, there could be some sort of fight or battle going on.",11,18,"female"
"5737","Molly","White and yellow look awesome and the picture's dynamics are wonderful.",30,18,"female"
"5738","Monica","It doesn't look like much, the colors are dark and it doesn't really make me feel anything.",-2,18,"female"
"5739","Morgan","Ghostly sea adventure.",20,18,"female"
"5740","Natalie","my response to the picture is a little bit of anxiety but I like the detail",16,18,"female"
"5741","Nicole","There's danger in this painting and it's awesome",40,18,"female"
"5742","Olivia","death rides in life",-25,18,"female"
"5743","Paige","Unhappy. Makes me thing of evil",-10,18,"female"
"5744","Rachel","This one seems rather ghoulish to me.",-41,18,"female"
"5745","Rebecca","reminds me of the little prince, with the color scheme and all",16,18,"female"
"5746","Sabrina","I love the battle vibe in this",50,18,"female"
"5747","Samantha","Id love to see this piece closer. So much extra details hidden it it.",50,18,"female"
"5748","Sara","Too abstract and swirly",-21,18,"female"
"5749","Sarah","this is kind of cool. I like the color scheme and the figure in the upper left is interesting",15,18,"female"
"5750","Savannah","Accents make this piece.",21,18,"female"
"5751","Shannon","I think its supposed to be a boat and the boat looks kind of interesting to me.",10,18,"female"
"5752","Shelby","This gives a very ominous feeling",-30,18,"female"
"5753","Sierra","it looks like people",9,18,"female"
"5754","Sophia","This one is very dark and apocalyptic indeed!",-30,18,"female"
"5755","Stephanie","It made me think of a car crash",-39,18,"female"
"5756","Sydney","I like the colors being used, but I don't like the chaos in the middle of it.",20,18,"female"
"5757","Taylor","Another ominous painting",-10,18,"female"
"5758","Tiffany","I'm mildly disgusted by the colors, and can't piece together the story the figures are trying to tell.",-10,18,"female"
"5759","Vanessa","Again, this is too abtract.",-25,18,"female"
"5760","Victoria","Makes me think of stormy oceans",20,18,"female"
"5761","Abigail","I dont like the gray shadows, ruins it",-7,19,"female"
